,customer_id,region,customer_segment,discount_sensitivity,frequency,recency_days,tenure_days,monetary,avg_spend,churn_flag,clv_proxy,sensitivity_score,norm_clv,norm_freq,norm_recency,norm_sensitivity,freq_segment,longevity_score,fomo_score,longevity_segment,longevity_segment3,longevity_segment2,fomo_segment,discount_level,spend_level,promo_behavior,promo_segment_name
152,C00157,South,Power User,High,9,17,318,24372.27,2708.03,0,8621.11,1,0.18089977022714013,0.5333333333333333,0.9553072625698324,0.0,High Frq,0.4572786505072529,0.09252200681787232,High Longevity,High Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
153,C00158,South,High Activity,Low,7,7,614,13835.12,1976.45,1,9449.15,3,0.19900608150245383,0.4,0.9832402234636871,1.0,High Frq,0.4189632274736751,0.8890626193234298,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
154,C00159,North,High Activity,Low,7,109,688,10359.76,1479.97,1,7928.29,3,0.1657502429364744,0.4,0.6983240223463687,1.0,High Frq,0.39806624970461324,0.8714912254109659,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
155,C00160,South,Low Activity,Low,4,253,452,4066.36,1016.59,1,2044.49,3,0.03709231061232236,0.2,0.29608938547486036,1.0,Low Frq,0.21222293139620746,0.8285137003349753,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
156,C00161,Central,Mid Activity,High,6,3,278,18740.51,3123.42,0,5795.18,1,0.11910665851484689,0.3333333333333333,0.994413407821229,0.0,High Frq,0.3068753354273641,0.07829800290921281,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
157,C00162,South,High Activity,Low,7,33,283,17296.08,2470.87,0,5444.71,3,0.11144311700397881,0.4,0.9106145251396648,1.0,High Frq,0.397819349657779,0.8766750379573811,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
158,C00163,South,Low Activity,Low,3,179,393,3657.69,1219.23,0,1598.97,3,0.027350361190340615,0.13333333333333333,0.5027932960893855,1.0,Low Frq,0.17394307037587073,0.8345413675901701,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
159,C00164,Central,Power User,Low,9,22,843,12889.35,1432.15,0,12086.45,3,0.2566745211024549,0.5333333333333333,0.9413407821229051,1.0,High Frq,0.5217352766599695,0.8994011578830574,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
160,C00165,North,Mid Activity,Low,6,133,344,8384.2,1397.37,0,3208.2,3,0.06253853965221817,0.3333333333333333,0.6312849162011173,1.0,High Frq,0.3274052870738328,0.8544847664419444,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
161,C00166,East,Mid Activity,Low,5,108,699,6142.59,1228.52,0,4776.06,3,0.09682210227734904,0.26666666666666666,0.7011173184357542,1.0,High Frq,0.2910869530439242,0.858071409482856,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
162,C00167,Central,Mid Activity,Low,5,127,463,6261.22,1252.24,0,3224.62,3,0.06289758707884087,0.26666666666666666,0.6480446927374302,1.0,High Frq,0.28164841871930635,0.852025326678089,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
163,C00168,North,Low Activity,Low,3,10,696,3516.23,1172.08,0,2722.25,3,0.05191252887467277,0.13333333333333333,0.9748603351955307,1.0,Low Frq,0.2024588558680444,0.8606009363139105,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
164,C00169,North,Mid Activity,Low,6,15,836,15897.97,2649.66,1,14783.86,3,0.3156573541747026,0.3333333333333333,0.9608938547486033,1.0,High Frq,0.39450949690570397,0.8962770948215671,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
165,C00170,South,Mid Activity,High,6,93,792,8685.85,1447.64,0,7652.04,1,0.15970963078029182,0.3333333333333333,0.7430167597765364,0.0,High Frq,0.30242609747821847,0.06978846773352267,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
166,C00171,South,Mid Activity,Low,5,17,343,6726.04,1345.21,0,2566.22,3,0.04850070366298347,0.26666666666666666,0.9553072625698324,1.0,High Frq,0.294132170527755,0.8659487668281234,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
167,C00172,North,Low Activity,Low,3,36,838,4785.36,1595.12,0,4460.66,3,0.08992541784636267,0.13333333333333333,0.9022346368715084,1.0,Low Frq,0.20643014874618126,0.8607709402948784,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
168,C00173,Central,Mid Activity,Low,5,3,243,4921.05,984.21,0,1330.16,3,0.021472435566074786,0.26666666666666666,0.994413407821229,1.0,High Frq,0.29068182417094307,0.8652012472810023,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
169,C00174,North,Mid Activity,Low,5,167,270,5110.73,1022.15,0,1534.93,3,0.025950032493573444,0.26666666666666666,0.5363128491620112,1.0,High Frq,0.26867231562348187,0.8427439790407912,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
170,C00175,South,Low Activity,Low,2,50,296,2644.02,1322.01,0,870.56,3,0.011422606255734479,0.06666666666666667,0.8631284916201117,1.0,Low Frq,0.14210761249881915,0.8476320185399124,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
171,C00176,North,Power User,Low,9,203,446,12586.8,1398.53,1,6244.38,3,0.12892907654401325,0.5333333333333333,0.43575418994413406,1.0,High Frq,0.47090685813934263,0.8613472838182747,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
172,C00177,South,Mid Activity,Low,5,238,864,6775.04,1355.01,1,6511.28,3,0.13476523721183273,0.26666666666666666,0.33798882681564246,1.0,High Frq,0.2805191554498153,0.8437092983952987,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
173,C00178,Central,Power User,Low,11,88,738,8951.15,813.74,0,7348.1,3,0.15306353608798368,0.6666666666666666,0.7569832402234636,1.0,High Frq,0.5851285358954366,0.8864888489533049,High Longevity,High Longevity,High Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
174,C00179,East,High Activity,Low,7,97,319,5874.72,839.25,0,2084.59,3,0.037969156033002625,0.4,0.7318435754189944,1.0,High Frq,0.3741860099775502,0.86038909437425,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
175,C00180,North,Low Activity,Low,4,9,425,4578.26,1144.56,0,2164.35,3,0.03971322562785193,0.2,0.9776536312849162,1.0,Low Frq,0.24682532668981616,0.8628540041270311,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
176,C00181,Central,High Activity,Low,7,160,840,4642.53,663.22,0,4337.86,3,0.08724021541096279,0.4,0.5558659217877095,1.0,High Frq,0.375241339171578,0.8565173176304818,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
177,C00182,North,Mid Activity,Low,5,306,574,6391.35,1278.27,0,4080.8,3,0.08161922080148483,0.26666666666666666,0.14804469273743018,1.0,High Frq,0.2603927454638351,0.8288974900503534,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
178,C00183,East,Low Activity,Low,4,4,666,4710.2,1177.55,0,3489.43,3,0.06868804682573211,0.2,0.9916201117318436,1.0,Low Frq,0.2533186149517386,0.8664498102691655,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
179,C00184,East,Low Activity,Low,3,17,655,2776.98,925.66,0,2023.27,3,0.03662830413285017,0.13333333333333333,0.9553072625698324,1.0,Low Frq,0.19842435728839497,0.8580948602084434,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
180,C00185,Central,Low Activity,High,4,19,696,4137.91,1034.48,0,3203.55,1,0.06243686056977022,0.2,0.9497206703910615,0.0,Low Frq,0.1999734056335071,0.0637297195765301,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
181,C00186,South,Mid Activity,Low,6,61,363,7397.51,1232.92,0,2986.99,3,0.05770145796870995,0.3333333333333333,0.8324022346368715,1.0,High Frq,0.33649373665891885,0.8640569241953813,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
182,C00187,East,Low Activity,High,4,244,199,3007.77,751.94,1,665.79,1,0.006945009328235821,0.2,0.32122905027932963,0.0,Low Frq,0.15745045437961364,0.026755953446790066,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
183,C00188,South,Mid Activity,Low,5,355,737,5094.9,1018.98,1,4176.8,3,0.08371840185847497,0.26666666666666666,0.0111731843575419,1.0,High Frq,0.25396900625623875,0.8222638327370579,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
184,C00189,Central,Low Activity,Low,4,157,703,4483.93,1120.98,0,3506.34,3,0.06905780882233319,0.2,0.5642458100558659,1.0,Low Frq,0.2320238522672599,0.8451180713850267,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
185,C00190,North,High Activity,Low,7,11,761,14157.33,2022.48,1,11984.15,3,0.2544375812885998,0.4,0.9720670391061452,1.0,High Frq,0.42949086821302723,0.8940471100841673,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
186,C00191,North,Mid Activity,Low,6,137,708,6712.09,1118.68,0,5286.04,3,0.10797356431322229,0.3333333333333333,0.6201117318435754,1.0,High Frq,0.3359336327881565,0.8584696096901677,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
187,C00192,East,Mid Activity,High,6,90,326,9646.3,1607.72,0,3498.0,1,0.06887544246800717,0.3333333333333333,0.7513966480446927,0.0,High Frq,0.28467825422916937,0.06112404331570202,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
188,C00193,East,Mid Activity,Low,5,16,845,7422.83,1484.57,1,6976.98,3,0.14494845198516926,0.26666666666666666,0.9581005586592178,1.0,High Frq,0.31356138499666136,0.8757332064648112,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
189,C00194,South,Mid Activity,Low,5,19,483,5035.3,1007.06,0,2705.28,3,0.051541454889911076,0.26666666666666666,0.9497206703910615,1.0,High Frq,0.29446099116420194,0.8659735123418776,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
190,C00195,Central,High Activity,Low,7,90,799,6221.89,888.84,0,5529.79,3,0.11330351621573632,0.4,0.7513966480446927,1.0,High Frq,0.3902305356453819,0.8689001840238083,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
191,C00196,Central,Mid Activity,High,5,56,761,5379.97,1075.99,0,4554.11,1,0.0919688394065265,0.26666666666666666,0.8463687150837989,0.0,High Frq,0.2473788703021619,0.06484865302817594,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
192,C00197,South,High Activity,High,7,141,874,10977.04,1568.15,0,10671.79,1,0.22574090158077081,0.4,0.6089385474860335,0.0,High Frq,0.35559510769045577,0.07302101753237876,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
193,C00198,East,Mid Activity,Low,5,18,407,2809.04,561.81,0,1271.73,3,0.02019477776232547,0.26666666666666666,0.952513966480447,1.0,High Frq,0.2883313205431541,0.8629785094335882,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
194,C00199,East,Mid Activity,High,6,10,281,11855.17,1975.86,0,3705.56,1,0.0734140468449746,0.3333333333333333,0.9748603351955307,0.0,High Frq,0.29675915946210474,0.07275108811094066,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
195,C00200,South,Mid Activity,Low,6,74,766,6645.5,1107.58,0,5662.33,3,0.11620169806254334,0.3333333333333333,0.7960893854748603,1.0,High Frq,0.346378142219585,0.868091305746664,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
196,C00201,South,Mid Activity,Low,5,304,596,7797.55,1559.51,1,5169.45,3,0.10542415265244645,0.26666666666666666,0.15363128491620112,1.0,High Frq,0.265433061442966,0.831557312844388,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
197,C00202,North,Mid Activity,Low,6,19,395,14695.19,2449.2,0,6456.73,3,0.13357242130913674,0.3333333333333333,0.9497206703910615,1.0,High Frq,0.35753385111471375,0.8775099423171334,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
198,C00203,North,Low Activity,High,4,277,586,3038.23,759.56,1,1980.43,1,0.03569154458616832,0.2,0.22905027932960895,0.0,Low Frq,0.1585908228837141,0.02502166842509728,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
199,C00204,East,Mid Activity,High,5,87,578,38974.9,1559.0,0,5011.69,1,0.10197449844879264,0.26666666666666666,0.7597765363128491,0.0,High Frq,0.24505039317206762,0.06151960999385506,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
200,C00205,South,High Activity,High,7,140,894,3499.1,499.87,0,3479.63,1,0.06847375542616436,0.4,0.611731843575419,0.0,High Frq,0.3242813432640038,0.0574339677213874,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
201,C00206,North,High Activity,Low,7,277,883,9685.78,1383.68,0,9513.38,3,0.20041056482839628,0.4,0.22905027932960895,1.0,High Frq,0.38153462693215967,0.8514935704493202,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
202,C00207,North,Low Activity,Low,2,100,678,2821.23,1410.62,0,2127.7,3,0.03891181952640725,0.06666666666666667,0.723463687150838,1.0,Low Frq,0.14062221492949,0.843397699643516,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
203,C00208,South,Low Activity,High,4,146,644,6822.2,1705.55,0,4887.09,1,0.0992499363685742,0.2,0.5949720670391061,0.0,Low Frq,0.18959859062567014,0.04967359698881273,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
204,C00210,North,High Activity,Low,7,64,261,7004.69,1000.67,1,2033.62,3,0.03685462209055691,0.4,0.8240223463687151,1.0,High Frq,0.37857204173654707,0.8648865795274915,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
205,C00211,Central,Mid Activity,Low,5,16,783,4487.46,897.49,0,3908.42,3,0.0778498788160269,0.26666666666666666,0.9581005586592178,1.0,High Frq,0.3001416703628329,0.8690233491478969,Mid Longevity,Mid Longevity,Low Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
206,C00212,South,Low Activity,High,4,314,866,6552.27,1638.07,1,6311.76,1,0.1304024392483882,0.2,0.12569832402234637,0.0,Low Frq,0.17236540405079495,0.029325160125956144,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
207,C00213,South,Power User,Low,15,168,544,25637.0,1709.13,0,15513.35,3,0.33160872489619986,0.9333333333333333,0.5335195530726257,1.0,High Frq,0.7963310559662046,0.906503516809918,High Longevity,High Longevity,High Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
208,C00214,North,Mid Activity,Low,6,41,342,6392.74,1065.46,0,2431.95,3,0.04556469282421195,0.3333333333333333,0.888268156424581,1.0,High Frq,0.3368596797194047,0.865636543770317,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
209,C00215,South,Mid Activity,High,5,173,227,6033.28,1206.66,0,1523.43,1,0.025698568096121498,0.26666666666666666,0.5195530726256983,0.0,High Frq,0.21778403391717588,0.0418808437742304,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
210,C00216,North,Mid Activity,Low,6,282,690,9653.95,1608.99,1,7409.59,3,0.15440810528792454,0.3333333333333333,0.21508379888268156,1.0,High Frq,0.3249691443350523,0.8428616671395932,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
211,C00217,Central,Mid Activity,Low,6,2,508,18347.8,3057.97,1,10367.84,3,0.21909458822376918,0.3333333333333333,0.9972067039106145,1.0,High Frq,0.3770125861736179,0.8884364606845744,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
212,C00218,South,High Activity,Low,8,251,295,9151.73,1143.97,0,3003.08,3,0.05805328946044924,0.4666666666666667,0.3016759776536313,1.0,High Frq,0.4033611234414381,0.8442224611620599,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
213,C00220,East,High Activity,Low,8,140,326,7580.9,947.61,0,2749.02,3,0.052497894259002205,0.4666666666666667,0.611731843575419,1.0,High Frq,0.41775283769723803,0.8591697149380045,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
214,C00221,South,Low Activity,Low,3,352,754,4458.02,1486.01,1,3738.99,3,0.07414504291513273,0.13333333333333333,0.019553072625698324,1.0,Low Frq,0.1591399955476448,0.8150588245894649,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
215,C00222,South,Mid Activity,High,6,169,502,6539.39,1089.9,0,3651.59,1,0.07223391349449797,0.3333333333333333,0.5307262569832403,0.0,High Frq,0.2743164288813949,0.05042637086527848,Mid Longevity,Mid Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
216,C00223,North,Low Activity,High,4,10,622,4312.06,1078.01,1,2983.41,1,0.057623176008459696,0.2,0.9748603351955307,0.0,Low Frq,0.20026765196146848,0.06450533436062252,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
217,C00224,Central,High Activity,Low,8,72,192,11068.57,1383.57,0,2363.92,3,0.044077116914763625,0.4666666666666667,0.8016759776536313,1.0,High Frq,0.4255658889323009,0.8678248439074914,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
218,C00225,Central,Low Activity,High,3,14,673,3672.54,1224.18,0,2749.3,1,0.05250401687041843,0.13333333333333333,0.9636871508379888,0.0,Low Frq,0.15201849424931646,0.060101425895607956,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
219,C00226,North,High Activity,Low,7,3,880,17643.44,2520.49,1,17270.54,3,0.3700322661621635,0.4,0.994413407821229,1.0,High Frq,0.45372712362349416,0.9067238970072778,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
220,C00227,East,Mid Activity,High,5,110,466,5513.95,1102.79,0,2858.18,1,0.054884838052554744,0.26666666666666666,0.6955307262569832,0.0,High Frq,0.23242017059002676,0.05359835345143797,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Low,High_Low,ติดโปร มูลค่าออเดอร์ต่ำ
221,C00228,Central,Power User,Low,9,138,899,9812.85,1090.32,0,9812.88,3,0.20695957239681864,0.5333333333333333,0.61731843575419,1.0,High Frq,0.49559116960040656,0.8782285456940581,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
222,C00229,East,Mid Activity,Low,6,90,293,5878.01,979.67,0,1915.75,3,0.03427722134902121,0.3333333333333333,0.7513966480446927,1.0,High Frq,0.3277586100053722,0.8576642212038035,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
223,C00231,South,Low Activity,High,3,92,201,3676.55,1225.52,1,822.01,1,0.010360989169100403,0.13333333333333333,0.7458100558659218,0.0,Low Frq,0.1326960339604495,0.0449932683768728,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
224,C00232,Central,Low Activity,Low,4,142,528,5151.79,1287.95,0,3025.75,3,0.05854900232046973,0.2,0.6061452513966481,1.0,Low Frq,0.23201706303392633,0.8461621628018794,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
225,C00233,South,High Activity,High,7,3,862,12550.11,1792.87,0,12033.57,1,0.2555182222035628,0.4,0.994413407821229,0.0,High Frq,0.38082431483177404,0.09527249261141774,High Longevity,High Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
226,C00234,Central,Power User,Low,9,14,745,19748.15,2194.24,0,16365.27,3,0.35023720745943987,0.5333333333333333,0.9636871508379888,1.0,High Frq,0.5415651323671207,0.9098747449545102,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
227,C00235,North,Mid Activity,High,5,26,499,6468.12,1293.62,0,3590.19,1,0.07089131227679801,0.26666666666666666,0.9301675977653632,0.0,High Frq,0.24735330901029443,0.0669308444492813,Low Longevity,Low Longevity,Low Longevity,Low fomo,High,Mid,High_Mid,ไม่ต้องรีบทำ campaign
228,C00236,South,Low Activity,Low,4,6,305,5676.36,1419.09,0,1925.8,3,0.034496979365924864,0.2,0.9860335195530726,1.0,Low Frq,0.24620107185083862,0.8627513739142462,Low Longevity,Low Longevity,Low Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
229,C00237,Central,High Activity,Low,7,141,456,9124.79,1303.54,0,4628.36,3,0.09359242475529232,0.4,0.6089385474860335,1.0,High Frq,0.3791654123253601,0.8598061698498309,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
230,C00238,North,High Activity,Low,7,31,383,17616.0,2516.57,0,7504.92,3,0.15649263581045444,0.4,0.9162011173184358,1.0,High Frq,0.4071085830280126,0.8814593194469673,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
231,C00239,South,Power User,Low,9,9,373,9534.69,1059.41,0,3955.99,3,0.0788900667627042,0.5333333333333333,0.9776536312849162,1.0,High Frq,0.48799402825011995,0.8834383549071829,High Longevity,High Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
232,C00240,North,High Activity,Low,7,97,860,10789.28,1541.33,0,10321.25,3,0.21807582941704864,0.4,0.7318435754189944,1.0,High Frq,0.41020734465435943,0.8783997617126547,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
233,C00241,East,High Activity,Low,7,199,843,5627.04,803.86,1,5276.5,3,0.1077649581956839,0.4,0.44692737430167595,1.0,High Frq,0.3738993603542205,0.8531228645346522,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Low,Low_Low,ไม่ติดโปร มูลค่าออเดอร์ต่ำ
234,C00242,East,Mid Activity,Low,6,25,726,16407.82,2734.64,0,13250.38,3,0.2821255607656063,0.3333333333333333,0.9329608938547486,1.0,High Frq,0.386406490179192,0.8915272674359648,High Longevity,High Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
235,C00243,East,Mid Activity,Low,5,4,875,5890.79,1178.16,0,5733.54,3,0.11775880934450446,0.26666666666666666,0.9916201117318436,1.0,High Frq,0.3097994341221597,0.874690219854376,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,Mid,Low_Mid,ไม่ต้องรีบทำ campaign
236,C00244,Central,Mid Activity,Low,6,31,465,9257.82,1542.97,0,4788.53,3,0.09709477715006432,0.3333333333333333,0.9162011173184358,1.0,High Frq,0.34856234462926794,0.872186200247595,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
237,C00245,North,Mid Activity,Low,6,39,236,15372.4,2562.07,1,4035.47,3,0.08062801374613729,0.3333333333333333,0.8938547486033519,1.0,High Frq,0.34415167351272835,0.869422205471448,Mid Longevity,Mid Longevity,Mid Longevity,High fomo,Low,High,Low_High,ไม่ติดโปร มูลค่าออเดอร์สูง
238,C00246,East,High Activity,High,7,8,482,11175.29,1596.47,0,5991.65,1,0.12340276374679326,0.4,0.9804469273743017,0.0,High Frq,0.35370289911807373,0.08136262274339442,Mid Longevity,Mid Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
239,C00247,Central,Power User,High,12,138,342,18388.74,1532.39,0,6995.47,1,0.1453527630033333,0.7333333333333333,0.61731843575419,0.0,High Frq,0.5732698077217095,0.0820678647547095,High Longevity,High Longevity,Mid Longevity,Low fomo,High,High,High_High,ติดโปร มูลค่าออเดอร์สูง
