"customer_id","region","customer_segment","discount_sensitivity","frequency","recency_days","tenure_days","monetary","avg_spend","churn_flag","clv_proxy"
C00383,South,High Activity,High,7,125,631,7437.09,1062.44,0,5220.02
C00384,East,Low Activity,Low,1,14,791,1411.88,1411.88,0,1242.27
C00385,South,High Activity,High,7,172,320,5058.64,722.66,0,1800.62
C00386,East,Low Activity,Low,2,78,262,2811.65,1405.82,0,819.41
C00387,Central,Mid Activity,High,5,150,356,6488.1,1297.62,0,2569.26
C00388,North,High Activity,Low,7,231,377,6949.56,992.79,0,2914.32
C00389,South,High Activity,Low,8,77,803,10593.88,1324.23,1,9462.57
C00390,East,High Activity,Low,7,340,747,6548.67,935.52,1,5441.42
C00391,East,Low Activity,Low,4,307,870,6126.13,1531.53,1,5928.5
C00392,Central,High Activity,Low,8,87,600,10864.92,1358.12,0,7251.36
C00393,Central,High Activity,High,7,125,580,9163.65,1309.09,0,5912.02
C00394,South,Mid Activity,Low,6,338,877,6367.73,1061.29,1,6211.91
C00395,Central,High Activity,Low,8,307,650,11460.44,1432.55,0,8286.16
C00396,East,Mid Activity,Low,5,154,397,7805.57,1561.11,0,3446.94
C00397,East,High Activity,Low,8,24,811,27844.67,3480.58,0,25119.02
C00398,Central,Low Activity,Low,2,1,354,2072.83,1036.41,0,816.22
C00399,South,Low Activity,Low,3,20,202,4336.68,1445.56,0,974.43
C00400,South,Low Activity,Low,3,113,414,4855.9,1618.63,0,2236.19
C00401,North,High Activity,Low,7,30,192,14845.74,2120.82,0,3170.61
C00402,East,Power User,Low,9,283,280,14594.66,1621.63,0,4545.61
C00403,Central,High Activity,Low,7,83,715,8733.62,1247.66,0,6946.09
C00404,East,Low Activity,Low,1,4,702,894.4,894.4,0,698.41
C00405,Central,Power User,Low,11,64,631,10857.11,987.01,0,7620.51
C00406,East,Low Activity,Low,3,27,610,2300.93,766.98,1,1561.26
C00407,Central,Mid Activity,Low,6,28,785,15671.53,2611.92,0,13684.25
C00408,North,Power User,Low,9,27,892,20492.12,2276.9,0,20332.54
C00409,East,Mid Activity,Low,6,145,712,7539.1,1256.52,1,5970.92
C00410,North,Mid Activity,High,5,79,831,8042.55,1608.51,0,7434.21
C00411,Central,Low Activity,Low,4,32,472,4780.28,1195.07,0,2509.78
C00412,East,High Activity,Low,8,121,280,8958.89,1119.86,0,2790.31
C00413,East,High Activity,Low,8,22,681,16762.46,2095.31,0,12697.72
C00414,South,Low Activity,High,4,14,483,2575.98,644.0,1,1383.99
C00415,South,Low Activity,High,4,150,719,5620.16,1405.04,1,4494.88
C00416,Central,Low Activity,Low,3,121,732,3464.29,1154.76,1,2820.75
C00417,Central,Low Activity,Low,3,30,534,18361.5,1224.1,0,2181.32
C00418,Central,High Activity,Low,8,41,482,9118.16,1139.77,0,4888.71
C00419,South,Mid Activity,Low,5,236,675,6191.08,1238.22,1,4648.49
C00420,South,Low Activity,Low,2,101,837,1612.94,806.47,0,1501.7
C00421,South,Low Activity,High,4,95,406,4798.7,1199.68,0,2167.16
C00422,South,Power User,High,11,125,415,11206.69,1018.79,0,5173.28
C00423,North,Low Activity,High,4,261,634,4841.91,1210.48,0,3414.66
C00424,Central,High Activity,Low,7,39,192,9908.86,1415.55,1,2116.24
C00425,North,Mid Activity,Low,5,7,389,6717.85,1343.57,0,2906.83
C00426,Central,Mid Activity,High,6,228,576,7238.53,1206.42,1,4637.81
C00427,Central,Low Activity,Low,4,306,279,3245.42,811.36,1,1007.21
C00428,East,High Activity,Low,8,209,210,11871.21,1483.9,1,2773.03
C00429,Central,Mid Activity,Low,6,34,707,13130.91,2188.48,0,10326.51
C00430,North,Low Activity,Low,3,27,828,3277.24,1092.41,1,3018.41
C00431,North,High Activity,Low,7,34,508,20707.61,2958.23,0,11701.3
C00432,South,Low Activity,High,4,54,345,6088.06,1522.01,0,2336.34
C00433,South,Low Activity,Low,3,2,638,3180.71,1060.24,0,2257.29
C00435,North,High Activity,Low,7,9,800,17137.4,2448.2,0,15250.19
C00436,South,Low Activity,High,4,6,352,6315.91,1578.98,0,2472.97
C00437,North,Mid Activity,High,6,248,341,7359.62,1226.6,0,2791.57
C00438,East,High Activity,High,8,126,442,10732.17,1341.52,0,5276.55
C00439,South,Mid Activity,Low,5,230,453,4629.08,925.82,0,2332.57
C00440,North,Mid Activity,Low,5,34,182,3731.55,746.31,0,755.44
C00442,East,High Activity,Low,7,22,505,10634.31,1519.19,0,5973.68
C00443,Central,Mid Activity,Low,5,7,328,4613.46,922.69,0,1683.22
C00444,Central,Mid Activity,High,6,63,719,8354.56,1392.43,0,6681.81
C00445,East,High Activity,Low,8,3,667,15391.91,1923.99,0,11419.81
C00447,East,Low Activity,Low,4,290,244,3260.11,815.03,0,884.84
C00448,South,Low Activity,High,2,332,535,1853.36,926.68,1,1102.95
C00449,Central,Mid Activity,Low,6,17,712,16656.26,2776.04,0,13191.59
C00450,North,Power User,Low,9,28,431,16506.71,1834.08,0,7913.68
C00451,South,Mid Activity,High,6,181,414,6834.07,1139.01,1,3147.16
C00452,South,Mid Activity,High,6,47,406,7627.25,1271.21,0,3444.57
C00453,Central,Low Activity,Low,4,119,704,3516.05,879.01,0,2753.38
C00454,East,Low Activity,Low,4,50,492,6423.36,1605.84,0,3515.34
C00455,North,High Activity,Low,7,31,228,15952.37,2278.91,0,4045.76
C00456,Central,Mid Activity,High,6,97,297,6774.45,1129.08,0,2238.07
C00457,North,High Activity,Low,8,37,233,22521.48,2815.18,0,5837.04
C00458,Central,High Activity,Low,7,117,829,10314.78,1473.54,1,9511.63
C00459,North,Power User,Low,9,3,744,34317.26,3813.03,0,28400.5
C00460,North,Power User,Low,9,24,223,19998.9,2222.1,0,4960.79
C00461,North,Power User,Low,9,359,232,16721.85,1857.98,0,4315.31
C00462,South,Power User,Low,10,246,765,13938.42,1393.84,1,11860.82
C00463,South,Mid Activity,High,6,60,737,10242.73,1707.12,0,8396.98
C00465,East,Mid Activity,Low,5,169,856,5037.03,1007.41,1,4796.12
C00466,Central,Mid Activity,Low,6,38,281,12137.0,2022.83,0,3793.65
C00467,Central,High Activity,Low,7,105,577,4611.34,658.76,0,2959.66
C00468,East,High Activity,High,8,32,317,10218.3,1277.29,0,3603.12
C00469,North,Mid Activity,High,5,32,854,5081.6,1016.32,0,4827.24
C00470,East,High Activity,Low,7,36,566,19509.6,2787.09,0,12283.04
C00471,North,Power User,Low,14,337,290,14707.87,1050.56,1,4744.46
C00472,East,Low Activity,Low,4,264,793,3988.29,997.07,1,3518.03
C00473,North,High Activity,High,8,195,196,11279.13,1409.89,1,2459.07
C00474,East,High Activity,Low,8,45,361,7532.32,941.54,0,3024.66
C00475,Central,Low Activity,Low,3,14,715,5256.51,1752.17,0,4180.65
C00476,East,Mid Activity,Low,6,7,720,10758.73,1793.12,0,8616.55
C00477,North,Low Activity,Low,3,16,350,4437.62,1479.21,0,1727.66
C00478,South,Mid Activity,Low,5,18,588,5699.9,1139.98,0,3728.08
C00479,East,Low Activity,High,4,12,557,4829.49,1207.37,0,2992.24
C00481,South,Low Activity,Low,2,119,409,2537.61,1268.81,0,1154.49
C00482,South,High Activity,Low,8,327,298,13185.11,1648.14,1,4370.6
C00484,South,Power User,Low,10,222,866,8102.91,810.29,0,7805.46
C00485,South,Mid Activity,High,5,193,644,3376.01,675.2,1,2418.4
C00486,East,High Activity,Low,7,39,283,19937.67,2848.24,0,6276.27
C00488,Central,Power User,Low,9,20,877,22095.29,2455.03,0,21554.56
C00489,East,High Activity,Low,7,7,681,78228.05,2235.09,0,11851.7
C00490,East,Mid Activity,Low,6,309,872,9125.0,1520.83,1,8850.93
C00491,Central,Low Activity,Low,4,23,861,4571.72,1142.93,0,4378.48
C00492,South,Power User,High,12,14,878,17292.29,1441.02,0,16888.31
C00493,Central,High Activity,High,8,35,354,10969.09,1371.14,0,4319.32
C00494,North,High Activity,Low,7,11,853,12032.5,1718.93,0,11416.83
C00495,Central,High Activity,Low,7,19,600,15731.93,2247.42,0,10499.63
C00496,Central,High Activity,Low,7,37,313,12355.65,1765.09,0,4301.79
C00497,South,High Activity,High,7,11,570,16552.22,2364.6,1,10494.72
C00498,North,Mid Activity,Low,6,38,680,10397.79,1732.97,0,7864.87
C00499,East,Power User,Low,9,237,844,8927.65,991.96,0,8381.46
C00500,East,High Activity,Low,7,142,212,4575.16,653.59,1,1078.9
C00501,South,Power User,High,9,201,234,9597.98,1066.44,1,2498.25
C00502,Central,Power User,High,14,157,698,16829.91,1202.14,0,13067.09
C00503,Central,Mid Activity,Low,5,36,817,7616.64,1523.33,0,6921.92
C00504,East,Low Activity,Low,2,22,191,2471.99,1236.0,0,525.2
C00505,South,Mid Activity,High,5,55,707,7111.35,1422.27,0,5592.57
C00506,North,Low Activity,Low,3,34,899,4504.6,1501.53,0,4504.59
C00507,East,High Activity,High,8,184,734,10541.46,1317.68,1,8606.69
C00509,East,Mid Activity,Low,6,156,663,7928.29,1321.38,1,5847.0
C00510,South,Power User,Low,9,28,826,26976.68,2997.41,0,24786.15
C00511,South,High Activity,High,7,93,407,7738.62,1105.52,0,3503.48
C00512,Central,Mid Activity,Low,6,104,802,8198.37,1366.4,0,7313.81
C00513,East,Low Activity,Low,3,25,486,4075.95,1358.65,0,2203.46
C00514,East,High Activity,High,7,284,636,7625.15,1089.31,1,5394.45
C00515,North,Mid Activity,High,6,79,339,8887.19,1481.2,0,3351.24
C00516,North,High Activity,Low,7,355,510,7592.15,1084.59,0,4306.99
C00517,Central,Low Activity,High,4,29,404,5343.66,1335.92,0,2401.39
C00518,East,High Activity,Low,7,1,683,17035.61,2433.66,0,12942.52
C00519,East,High Activity,Low,7,130,635,8491.62,1213.09,0,5997.98
C00520,North,Mid Activity,Low,5,220,224,7400.36,1480.07,1,1843.91
C00521,South,High Activity,Low,8,157,393,4927.28,615.91,0,2153.97
C00522,Central,Mid Activity,Low,5,26,238,6925.5,1385.1,1,1833.45
C00523,East,Low Activity,Low,1,178,823,1412.15,1412.15,0,1292.77
C00524,East,Power User,Low,10,68,795,10275.3,1027.53,0,9086.61
C00525,East,Low Activity,Low,2,8,374,2381.19,1190.59,0,990.61
C00526,Central,High Activity,Low,7,309,668,6349.97,907.14,1,4718.34
C00527,Central,Mid Activity,Low,5,8,336,4801.48,960.3,1,1794.55
C00528,Central,Mid Activity,Low,6,1,789,16785.29,2797.55,0,14731.48
C00529,North,High Activity,Low,7,36,405,26950.12,3850.02,0,12141.05
C00530,East,Power User,High,9,128,591,12592.7,1399.19,0,8278.41
C00531,East,Mid Activity,Low,5,1,384,4727.53,945.51,0,2019.33
C00532,East,Mid Activity,Low,6,37,258,16132.7,2688.78,0,4629.85
C00533,East,Power User,High,11,108,303,15116.93,1374.27,0,5095.04
C00534,South,Mid Activity,Low,6,279,650,4091.64,681.94,1,2958.36
C00535,South,High Activity,Low,8,26,397,14780.03,1847.5,0,6526.87
C00536,East,High Activity,Low,7,23,695,15837.75,2262.54,0,12243.89
C00537,East,Mid Activity,High,5,293,781,6177.12,1235.42,0,5366.31
C00538,North,Low Activity,Low,4,168,283,4762.18,1190.55,0,1499.11
C00539,Central,Mid Activity,High,6,1,572,13950.7,2325.12,0,8876.32
C00540,North,Mid Activity,Low,5,161,810,4597.28,919.46,0,4142.17
C00541,East,Mid Activity,High,5,355,824,5512.31,1102.46,1,5052.43
C00542,South,Mid Activity,High,6,79,787,6721.58,1120.26,1,5884.17
C00543,North,Low Activity,Low,3,80,613,4643.97,1547.99,0,3166.58
C00544,South,High Activity,Low,8,18,510,17163.26,2145.41,0,9736.68
C00545,South,Low Activity,Low,4,343,322,4506.62,1126.65,1,1614.15
C00546,Central,Mid Activity,High,6,7,719,14400.69,2400.11,0,11517.32
C00547,North,High Activity,Low,7,15,457,22891.93,3270.28,0,11636.96
C00548,South,Power User,High,9,110,412,12595.95,1399.55,0,5772.56
C00549,Central,Mid Activity,Low,6,220,708,5519.34,919.89,1,4346.71
C00550,South,Low Activity,Low,4,104,750,5276.94,1319.23,1,4402.32
C00551,Central,Low Activity,Low,4,136,269,3586.06,896.51,0,1073.02
C00552,East,Mid Activity,Low,6,28,671,14960.72,2493.45,0,11166.44
C00553,South,High Activity,High,8,98,378,12878.47,1609.81,0,5414.98
C00554,South,Mid Activity,High,6,12,541,5571.89,928.65,0,3353.06
C00555,East,Mid Activity,Low,6,64,620,5385.22,897.54,0,3713.96
C00556,Central,Power User,Low,11,121,205,13714.28,1246.75,0,3127.28
C00557,North,Low Activity,Low,3,310,204,3243.59,1081.2,1,736.03
C00558,North,High Activity,Low,7,41,573,8849.28,1264.18,0,5640.3
C00559,South,High Activity,High,8,15,686,16118.53,2014.82,0,12299.59
C00560,South,Mid Activity,High,5,28,480,3478.82,695.76,1,1857.42
C00561,South,Power User,High,12,243,518,16639.13,1386.59,1,9587.37
C00562,North,Mid Activity,Low,6,4,446,7261.16,1210.19,0,3602.3
C00563,North,Mid Activity,Low,5,2,640,6308.28,1261.66,0,4490.89
C00564,North,Low Activity,Low,2,203,872,2127.3,1063.65,1,2063.41
C00565,Central,Power User,Low,12,291,635,23043.85,1920.32,1,16276.79
C00566,South,Low Activity,Low,4,24,539,4654.94,1163.73,1,2790.88
C00567,Central,Low Activity,Low,3,120,247,3915.9,1305.3,0,1075.89
C00568,Central,High Activity,Low,8,1,591,18706.1,2338.26,1,12297.32
C00569,East,Mid Activity,Low,6,14,670,16512.86,2752.14,0,12306.57
C00570,Central,Low Activity,Low,2,118,228,11919.95,1192.0,0,604.62
C00571,Central,High Activity,Low,7,12,866,11484.25,1640.61,0,11062.71
C00572,South,Mid Activity,Low,5,280,743,5832.29,1166.46,1,4820.24
C00573,Central,Power User,High,10,129,281,6402.34,640.23,0,2001.16
C00574,South,Mid Activity,Low,5,145,395,6731.34,1346.27,1,2957.6
C00575,East,Power User,Low,10,22,617,34561.95,3456.2,0,23720.53
C00576,East,Mid Activity,Low,6,9,879,12200.08,2033.35,0,11928.69
C00577,North,Low Activity,High,3,24,748,3905.56,1301.85,0,3249.56
C00578,East,Power User,High,9,10,738,14435.13,1603.9,0,11849.95
C00579,Central,Low Activity,High,3,214,338,2865.64,955.21,0,1077.4
C00580,Central,High Activity,Low,8,158,668,11747.61,1468.45,0,8729.03
C00581,Central,Power User,High,10,201,865,7658.16,765.82,1,7368.57
C00583,Central,Low Activity,Low,4,37,184,5481.44,1370.36,0,1121.9
C00584,Central,High Activity,Low,7,158,775,10099.14,1442.73,0,8706.13
C00585,South,High Activity,High,8,139,540,9338.25,1167.28,0,5609.18
C00586,North,Low Activity,High,3,77,638,3710.43,1236.81,0,2633.21
C00587,North,Power User,High,10,93,427,12361.11,1236.11,0,5871.18
C00588,North,Mid Activity,Low,6,171,745,4979.93,829.99,0,4126.87
C00589,North,Mid Activity,High,6,9,852,15403.53,2567.25,0,14598.2
C00590,North,Low Activity,Low,4,18,601,5090.27,1272.57,0,3402.96
C00591,North,High Activity,High,7,51,194,8214.35,1173.48,0,1772.62
C00592,South,High Activity,High,7,53,752,4356.32,622.33,0,3643.99
C00593,North,Mid Activity,Low,5,150,301,8303.47,1660.69,0,2780.13
C00594,Central,High Activity,High,7,23,456,13274.89,1896.41,0,6733.42
C00595,East,Power User,Low,9,9,737,16660.99,1851.22,0,13658.67
C00596,Central,Mid Activity,Low,5,290,632,6482.69,1296.54,0,4557.36
C00598,North,Mid Activity,Low,5,90,473,31833.8,1273.35,0,3349.8
C00599,North,Power User,High,10,285,753,9674.19,967.42,0,8103.08
C00600,North,Mid Activity,Low,6,216,777,11064.78,1844.13,1,9563.22
C00601,North,High Activity,Low,8,275,625,8974.78,1121.85,1,6239.43
C00602,Central,Low Activity,Low,3,29,389,4409.11,1469.7,0,1907.83
C00603,North,Mid Activity,Low,5,132,769,4361.06,872.21,0,3730.42
C00604,North,Mid Activity,Low,5,345,893,7081.92,1416.38,1,7034.63
C00605,North,High Activity,High,8,186,481,7878.7,984.84,1,4215.42
C00606,Central,Low Activity,High,4,38,402,3128.22,782.06,0,1398.83
C00607,North,Mid Activity,High,5,289,182,4402.37,880.47,1,891.24
C00608,Central,Low Activity,Low,4,97,697,3782.51,945.63,0,2932.61
C00609,Central,Low Activity,Low,4,269,272,4933.74,1233.44,0,1492.75
C00610,South,Low Activity,Low,3,179,699,6188.21,2062.74,0,4811.53
C00611,North,Power User,Low,11,105,607,22227.73,2020.7,0,15008.02
C00613,South,Low Activity,Low,3,21,414,4463.48,1487.83,0,2055.49
C00614,North,High Activity,Low,7,194,799,5767.07,823.87,0,5125.59
C00615,East,Mid Activity,Low,5,133,340,2843.91,568.78,0,1075.56
C00616,East,High Activity,Low,7,260,510,8464.23,1209.18,1,4801.75
C00617,North,Low Activity,Low,3,23,512,4091.66,1363.89,1,2330.29
C00618,Central,Mid Activity,Low,5,17,229,7174.88,1434.98,0,1827.64
C00619,East,Power User,Low,10,19,702,32508.25,3250.82,0,25384.6
C00620,South,Power User,Low,11,15,847,23886.49,2171.5,0,22504.86
C00621,North,Mid Activity,Low,6,5,671,12483.22,2080.54,0,9317.3
C00622,North,Low Activity,Low,3,155,761,4339.11,1446.37,1,3673.04
C00623,Central,Low Activity,High,4,13,860,6232.16,1558.04,0,5961.8
C00624,Central,High Activity,Low,8,81,451,7422.88,927.86,0,3723.83
C00625,South,High Activity,High,7,28,759,17661.59,2523.08,0,14911.15
C00626,Central,Mid Activity,Low,5,12,431,34871.65,1394.87,0,3343.65
C00627,Central,Low Activity,Low,3,2,739,3732.8,1244.27,0,3068.46
C00628,South,High Activity,Low,8,322,875,8107.1,1013.39,1,7890.69
C00629,North,High Activity,High,7,307,878,8406.49,1200.93,1,8210.14
C00631,South,High Activity,Low,8,26,625,12257.76,1532.22,0,8521.8
C00632,East,Low Activity,Low,4,33,511,3363.31,840.83,0,1911.74
C00633,Central,Low Activity,Low,4,22,318,7271.45,1817.86,0,2572.1
C00634,Central,Mid Activity,High,5,106,536,6281.29,1256.26,0,3745.02
C00635,North,Mid Activity,Low,6,175,780,8889.03,1481.51,0,7712.42
C00636,Central,Low Activity,High,3,21,453,3788.55,1262.85,0,1909.02
C00637,Central,Mid Activity,Low,5,114,198,7575.48,1515.1,0,1668.46
C00638,North,High Activity,Low,8,52,490,9790.03,1223.75,1,5336.04
C00639,Central,Mid Activity,Low,6,206,333,8256.8,1376.13,0,3058.41
C00640,Central,High Activity,Low,7,112,569,6069.99,867.14,0,3841.84
C00641,North,Mid Activity,Low,5,26,439,3352.32,670.46,0,1637.0
C00642,Central,Power User,Low,10,56,799,10570.57,1057.06,0,9394.78
C00643,North,Low Activity,Low,3,110,750,2316.79,772.26,0,1932.8
C00644,Central,High Activity,Low,7,32,304,7259.3,1037.04,0,2454.75
C00645,North,Mid Activity,Low,5,1,533,6452.62,1290.52,0,3825.62
C00646,East,Low Activity,Low,4,37,452,2676.77,669.19,0,1345.82
C00647,South,High Activity,Low,7,102,798,10393.94,1484.85,0,9226.22
C00648,South,High Activity,Low,8,6,424,21632.93,2704.12,0,10202.86
C00649,South,Power User,High,9,338,629,6903.93,767.1,0,4830.43
C00650,Central,Power User,Low,10,4,426,23409.9,2340.99,0,11093.01
C00651,North,Mid Activity,Low,6,22,699,16609.87,2768.31,0,12914.67
C00653,South,Low Activity,Low,4,20,541,5533.02,1383.25,0,3329.65
C00654,South,High Activity,Low,8,23,187,31061.92,3882.74,0,6461.16
C00655,Central,Mid Activity,Low,5,41,657,3484.28,696.86,0,2546.37
C00656,North,Power User,High,9,172,531,8047.93,894.21,0,4753.54
C00657,Central,Power User,Low,9,30,674,24661.0,2740.11,0,18488.88
C00658,Central,Low Activity,Low,2,15,785,3703.46,1851.73,0,3233.83
C00659,South,Mid Activity,High,6,21,606,12031.83,2005.3,1,8110.42
C00660,South,Mid Activity,Low,5,7,218,9653.6,1930.72,1,2340.92
C00661,Central,Low Activity,Low,4,83,772,4958.35,1239.59,0,4257.9
C00662,East,Low Activity,High,3,1,366,1829.47,609.82,0,744.81
C00663,South,Power User,High,9,32,775,29095.0,3232.78,0,25081.91
C00664,North,Power User,Low,9,91,779,9548.22,1060.91,0,8273.68
C00665,North,Low Activity,Low,4,10,272,5338.23,1334.56,0,1615.13
C00666,North,Mid Activity,Low,5,49,265,3511.25,702.25,0,1035.02
C00667,North,Power User,High,13,132,223,12662.32,974.02,1,3140.92
C00668,North,Low Activity,Low,4,136,316,3003.75,750.94,0,1055.83
C00670,Central,Mid Activity,Low,5,239,253,6147.06,1229.41,1,1729.93
C00671,North,Low Activity,Low,4,147,727,5480.13,1370.03,0,4431.64
C00672,East,Mid Activity,Low,5,208,792,5179.86,1035.97,1,4563.34
C00674,Central,Mid Activity,Low,5,175,335,4085.84,817.17,0,1522.54
C00675,Central,Low Activity,Low,4,313,434,5245.96,1311.49,0,2532.53
C00676,East,Power User,Low,9,22,350,23954.59,2661.62,0,9326.03
C00677,North,Low Activity,Low,3,91,349,3949.27,1316.42,0,1533.14
C00678,Central,Low Activity,Low,4,85,501,6670.09,1667.52,0,3717.14
C00680,East,Low Activity,Low,4,83,635,5290.84,1322.71,1,3737.13
C00681,East,High Activity,High,8,26,782,27545.21,3443.15,1,23960.34
C00682,Central,Mid Activity,Low,6,121,792,6705.39,1117.56,0,5907.28
C00683,North,Low Activity,Low,3,220,334,5745.31,1915.1,0,2134.52
C00684,South,Power User,High,10,3,528,33679.74,3367.97,0,19780.74
C00685,East,Mid Activity,Low,5,203,630,5553.11,1110.62,1,3891.49
C00686,South,Low Activity,Low,4,274,832,5765.81,1441.45,1,5336.09
C00688,Central,Low Activity,Low,3,188,189,2307.24,769.08,0,485.06
C00689,South,High Activity,Low,7,24,444,15254.26,2179.18,0,7533.81
C00690,North,Power User,Low,11,88,617,8358.48,759.86,0,5736.56
C00691,Central,High Activity,High,7,1,426,16741.31,2391.62,0,7933.05
C00692,Central,High Activity,High,7,20,846,21371.08,3053.01,0,20111.15
C00693,Central,Low Activity,High,3,35,725,3404.78,1134.93,0,2745.8
C00694,North,Mid Activity,Low,5,25,678,6346.44,1269.29,0,4786.31
C00695,North,Mid Activity,Low,6,15,308,15385.55,2564.26,1,5271.14
C00696,South,Power User,Low,9,22,851,19970.73,2218.97,0,18904.44
C00697,Central,Mid Activity,Low,6,2,780,11181.14,1863.52,0,9701.08
C00698,South,Low Activity,Low,4,113,784,4422.33,1105.58,0,3856.62
C00699,North,Low Activity,High,2,202,506,2879.36,1439.68,0,1620.64
C00700,Central,High Activity,Low,8,23,583,16615.75,2076.97,1,10775.29
C00701,Central,High Activity,Low,8,3,808,9794.96,1224.37,0,8803.48
C00702,North,Mid Activity,Low,5,170,785,5474.57,1094.91,1,4780.34
C00703,Central,Mid Activity,Low,5,7,854,5224.24,1044.85,0,4962.75
C00704,North,Mid Activity,Low,5,110,790,6221.19,1244.24,0,5466.91
C00705,North,Power User,High,10,345,804,12119.97,1212.0,1,10839.24
C00706,East,Low Activity,Low,2,19,538,1229.78,614.89,0,735.95
C00707,Central,Low Activity,Low,4,48,782,3009.93,752.48,0,2618.2
C00708,East,Mid Activity,Low,5,24,897,4570.71,914.14,1,4560.53
C00709,Central,Low Activity,Low,4,162,196,4877.35,1219.34,0,1063.36
C00710,South,Low Activity,Low,4,33,453,6088.61,1522.15,0,3068.0
C00711,South,Power User,High,9,9,864,13187.28,1465.25,0,12673.84
C00712,South,Power User,Low,12,316,295,11980.39,998.37,1,3931.29
C00713,Central,Mid Activity,Low,5,291,872,5927.29,1185.46,1,5749.28
C00714,Central,Low Activity,High,3,23,270,2761.74,920.58,0,829.44
C00715,Central,Low Activity,High,4,156,261,4904.86,1226.21,0,1423.99
C00716,East,Mid Activity,Low,5,4,503,6960.41,1392.08,0,3894.42
C00717,East,Low Activity,Low,3,4,293,2918.87,972.96,0,951.31
C00718,East,High Activity,Low,8,356,237,10386.2,1298.28,1,2738.09
C00719,North,Low Activity,Low,3,88,333,3496.93,1165.64,0,1295.3
C00720,South,Power User,Low,12,36,583,18965.45,1580.45,0,12299.03
C00721,East,Mid Activity,Low,6,5,807,15263.03,2543.84,0,13701.08
C00722,North,Mid Activity,Low,6,19,445,14783.34,2463.89,0,7317.67
C00723,North,Mid Activity,Low,5,25,494,8120.61,1624.12,0,4462.27
C00724,South,Mid Activity,High,5,141,894,8466.37,1693.27,0,8419.26
C00725,South,Mid Activity,Low,5,62,220,5148.47,1029.69,1,1259.91
C00726,East,Low Activity,Low,4,182,284,4046.46,1011.62,1,1278.31
C00727,North,Mid Activity,High,6,29,372,15076.2,2512.7,0,6238.43
C00728,South,Power User,Low,10,165,580,10371.91,1037.19,0,6691.55
C00729,North,Mid Activity,Low,6,90,457,9383.46,1563.91,1,4770.01
C00730,North,Low Activity,Low,3,56,533,3690.62,1230.21,0,2188.1
C00731,North,High Activity,Low,7,105,759,8516.01,1216.57,0,7189.81
C00732,East,High Activity,Low,8,77,888,11143.94,1392.99,0,11007.57
C00733,South,Mid Activity,High,6,302,435,7487.71,1247.95,1,3623.08
C00734,Central,High Activity,Low,8,55,830,10332.59,1291.57,0,9539.52
C00735,Central,High Activity,Low,8,31,840,22336.9,2792.11,1,20870.94
C00736,East,Power User,Low,9,39,278,21646.12,2405.12,0,6693.67
C00737,Central,High Activity,Low,8,16,767,16347.45,2043.43,0,13947.15
C00738,East,Low Activity,Low,4,108,461,6910.83,1727.71,0,3543.82
C00739,Central,Mid Activity,Low,5,136,582,4641.4,928.28,0,3004.78
C00740,Central,Mid Activity,Low,5,30,288,8481.35,1696.27,0,2717.05
C00741,Central,Low Activity,Low,4,36,879,5209.73,1302.43,0,5093.82
C00742,Central,High Activity,High,8,251,378,8156.2,1019.52,1,3429.4
C00743,South,High Activity,High,8,74,482,10931.66,1366.46,0,5861.03
C00744,Central,Low Activity,Low,4,42,506,5743.1,1435.77,0,3232.48
C00745,North,High Activity,Low,8,14,333,22845.33,2855.67,0,8462.19
C00746,East,Power User,Low,9,17,731,15310.44,1701.16,0,12449.31
C00747,Central,Low Activity,Low,4,62,824,4632.0,1158.0,0,4245.57
C00748,Central,Mid Activity,High,5,28,584,8065.81,1613.16,1,5239.63
C00749,East,High Activity,Low,8,79,641,11391.73,1423.97,0,8122.49
C00750,South,Low Activity,High,2,293,311,2691.61,1345.81,0,931.14
C00751,North,Mid Activity,Low,5,75,263,8217.73,1643.55,0,2404.08
C00752,East,Low Activity,Low,3,133,578,3438.05,1146.02,0,2210.45
C00753,South,Low Activity,Low,3,248,807,1441.77,480.59,1,1294.23
C00754,Central,Mid Activity,Low,6,30,288,10127.63,1687.94,1,3244.45
C00755,North,High Activity,High,7,85,400,12624.69,1803.53,0,5617.22
C00756,South,Mid Activity,High,6,252,732,7737.26,1289.54,1,6299.96
C00757,South,Mid Activity,Low,5,246,547,4736.35,947.27,1,2881.85
C00758,Central,Mid Activity,Low,6,203,326,9601.43,1600.24,1,3481.72
C00759,East,High Activity,Low,8,24,291,17938.28,2242.29,1,5806.51
C00761,North,Low Activity,Low,3,174,737,4126.62,1375.54,0,3383.0
C00762,Central,Power User,Low,10,333,673,8948.24,894.82,0,6698.71
C00763,North,Mid Activity,Low,5,22,684,5456.85,1091.37,0,4151.82
C00764,South,Low Activity,High,4,76,654,4722.08,1180.52,1,3435.2
C00765,North,Mid Activity,Low,5,56,450,7648.76,1529.75,0,3828.63
C00766,South,Mid Activity,High,5,149,600,5176.88,1035.38,0,3455.11
C00767,South,High Activity,High,7,65,886,8345.93,1192.28,0,8225.27
C00768,East,Mid Activity,Low,5,10,546,8161.49,1632.3,0,4956.82
C00769,Central,High Activity,Low,7,147,459,13701.09,1957.3,0,6995.33
C00770,East,Power User,Low,10,302,462,9388.08,938.81,1,4824.59
C00771,North,Low Activity,Low,4,104,219,4967.95,1241.99,1,1210.21
